dish_id,total_mass,total_calories,total_fat,total_carb,total_protein,calories_per_100g,fat_per_100g,carb_per_100g,protein_per_100g
dish_1563813806,81.119995,156.0,0.312,1.092,15.6,192.3077041609778,0.3846154083219556,1.346153929126845,19.23077041609778
dish_1551125384,53.400002,142.0,0.72,10.872,2.868,265.91759303679424,1.3483145562429004,20.359549799267796,5.370786315700887
dish_1559678629,89.376663,80.0,8.445811,6.143951,9.622075,89.50882402042691,9.449682631359824,6.874222860614075,10.765757723579366
dish_1557936555,149.279999,96.0,10.08,1.152,12.0,64.30868210281808,6.752411620795898,0.7717041852338169,8.03858526285226
dish_1563221640,469.186188,364.0,19.881496,39.257435,34.722008,77.58114141245777,4.237442727107729,8.367133561058706,7.400475309814533
dish_1558373074,73.839996,142.0,0.284,0.426,19.879999,192.30770272522767,0.3846154054504553,0.576923108175683,26.92307702725228
dish_1566587958,398.49588,224.0,20.217819,8.818713,41.598316,56.21137162070534,5.073532755219452,2.2129997931220773,10.438832140497913
dish_1565024707,299.297974,149.0,22.203999,2.894,21.394001,49.78316358399405,7.418693385475439,0.966929365181737,7.1480607483163245
dish_1559849053,381.528015,125.0,28.844002,25.226002,13.461,32.7629938262856,7.560126875610956,6.611834782302946,3.528181279165044
dish_1550795331,146.639999,282.0,0.564,39.48,0.846,192.30769361911956,0.3846153872382391,26.923077106676736,0.5769230808573587
dish_1551224208,61.920002,161.0,0.431,12.927001,4.651,260.012911498291,0.6960594090420088,20.876938925163472,7.511304666947524
dish_1568060746,778.819946,395.0,53.007999,12.233,64.398003,50.71775601391698,6.8061943292859635,1.570709643843662,8.268663807436694
dish_1558719514,433.285004,430.0,24.713001,49.695995,14.859,99.2418375965765,5.703636352944262,11.46958573253553,3.429382476389605
dish_1561060976,265.507263,266.0,11.454553,14.35657,28.171125,100.18558324711441,4.314214560676632,5.4072230784888164,10.610302965610398
dish_1565728562,354.982239,262.0,14.151336,25.374428,29.570669,73.80650951384641,3.986491279074951,7.148083822864163,8.33018268274543
dish_1550779219,43.32,76.0,0.228,10.64,0.532,175.43859649122805,0.5263157894736842,24.561403508771928,1.2280701754385965
dish_1558457577,172.604996,111.0,11.655,1.332,13.875,64.30868316233442,6.752411732045114,0.771704197948013,8.038585395291802
dish_1568401199,459.643372,343.0,22.450722,24.832966,37.956963,74.62307103603791,4.884378491592825,5.40265943397526,8.25791587831272
dish_1558721323,31.620001,93.0,0.186,7.44,0.744,294.1176377571905,0.5882352755143809,23.52941102057524,2.3529411020575237
dish_1566332116,153.550003,275.0,12.244,11.356,3.761,179.09475390892698,7.973949697676006,7.3956364559628165,2.4493649798235433
dish_1551485983,34.77,57.0,0.285,8.55,0.627,163.9344262295082,0.8196721311475409,24.59016393442623,1.8032786885245902
dish_1558115320,173.430008,30.0,14.85,6.81,6.72,17.298044522952452,8.562532038861464,3.926656106710207,3.874761973141349
dish_1558639752,254.130997,220.0,13.213,32.438004,8.915,86.56952618810212,5.199287043288151,12.764284712580732,3.508033299849683
dish_1551324246,75.739998,14.0,5.88,0.196,5.18,18.4842888429968,7.763401314058656,0.25878004380195524,6.839186871908816
dish_1551382115,59.799999,46.0,0.138,12.88,1.242,76.92307820941602,0.23076923462824808,21.538461898636488,2.0769231116542324
dish_1563222745,135.360001,48.0,5.76,15.36,5.76,35.460992645825996,4.25531911749912,11.347517646664318,4.25531911749912
dish_1566587689,196.84697,270.0,7.475343,15.383455,18.580095,137.162385583075,3.7975402923397805,7.814931060406975,9.438852424296904
dish_1550862349,201.37999,292.0,0.798,51.060001,2.806,144.99951062665164,0.3962657858906439,25.355051909576517,1.3933857082821386
dish_1561393550,172.480011,176.0,7.568,5.984,19.360001,102.0408098188259,4.387754822209514,3.469387533840081,11.22448965984818
dish_1565728684,493.299072,464.0,21.302763,44.040031,32.248196,94.06058643467304,4.318427544092359,8.927653324269784,6.537250489698874
dish_1558635865,20.159,19.0,0.456,4.18,0.589,94.2507068803016,2.2620169651272386,20.735155513666353,2.9217719132893496
dish_1559845370,94.309998,139.0,0.245,21.51,2.144,147.3862824172682,0.2597815769225231,22.8077621208305,2.273353881313835
dish_1558458438,3.22,14.0,0.056,0.504,0.406,434.7826086956522,1.7391304347826089,15.652173913043478,12.608695652173914
dish_1561575506,562.043274,393.0,30.339838,23.645262,45.891098,69.92344151777893,5.398132030666379,4.20701805249252,8.165047092085652
dish_1550774244,90.779999,102.0,0.306,23.460001,1.122,112.35955179951037,0.3370786553985311,25.842698015451617,1.2359550697946142
dish_1564589072,419.31073,241.0,24.043901,31.756098,17.40756,57.475276151411634,5.7341487540755285,7.573404572785439,4.151470199677457
dish_1567789190,507.388397,177.0,43.178196,7.1692,22.0734,34.884518654059804,8.509890304014974,1.4129609668626302,4.350395107675275
dish_1559846688,82.832451,73.0,7.752181,3.110637,1.291914,88.12971138569833,9.358869508762936,3.7553361785708836,1.559671341851275
dish_1558723096,16.5,66.0,0.198,3.3,1.188,400.0,1.2,19.999999999999996,7.199999999999999
dish_1564675380,87.331001,23.0,6.463,0.713,6.693,26.336581210147816,7.400579320051536,0.8164340175145822,7.663945132153014
dish_1560444616,265.871002,240.0,12.856999,24.958,12.831,90.26934046760016,4.835803417177479,9.387259164126519,4.826024614749073
dish_1562774346,422.651428,264.0,31.805714,4.186286,28.285715,62.462819834599024,7.525282512472665,0.9904819249776674,6.692445151279602
dish_1566246972,445.577026,200.0,18.292635,32.858715,36.084476,44.885617599144354,4.10538109745362,7.374418581446342,8.098369955007511
dish_1558635962,52.028999,9.0,4.455,2.043,2.016,17.29804565334805,8.562532598407286,3.926656363310008,3.8747622263499633
dish_1558115641,584.526001,331.0,34.696999,41.082001,27.196001,56.62707893810185,5.935920547698613,7.028258953360058,4.652658898573102
dish_1565972363,289.639984,557.0,1.114,3.899,55.700001,192.30770293095995,0.38461540586191995,1.3461539205167197,19.230770638352194
dish_1561392570,149.804916,187.0,9.080466,16.931465,2.5906,124.82901428949101,6.061527380049397,11.302342708165867,1.7293157455527026
dish_1550778856,64.919998,12.0,5.04,0.168,4.44,18.484288924346544,7.763401348225549,0.2587800449408516,6.839186902008222
dish_1551378397,44.799999,32.0,0.192,7.68,2.88,71.42857302295921,0.42857143813775533,17.142857525510212,6.428571572066329
dish_1551139066,42.050003,29.0,1.74,0.435,6.09,68.96551232112873,4.137930739267724,1.034482684816931,14.482757587437034
dish_1564415571,435.97464,754.0,5.317805,25.21866,61.925365,172.94583923505274,1.2197509928559145,5.784432782604052,14.203891538278462
dish_1551234252,15.4,44.0,0.176,3.08,1.056,285.7142857142857,1.1428571428571428,20.0,6.857142857142858
dish_1559319902,8.5,17.0,0.017,2.21,0.085,199.99999999999997,0.2,25.999999999999996,1.0
dish_1561752970,642.29187,299.0,32.43063,31.769815,55.246094,46.552044944925115,5.049204499505809,4.946320587866074,8.601400170299524
dish_1562698132,128.096802,178.0,12.129619,7.157575,14.232164,138.95741128650502,9.469103686132618,5.587629736455091,11.11047565418534
dish_1566849208,19.6,70.0,0.28,3.71,1.54,357.1428571428571,1.4285714285714286,18.928571428571427,7.857142857142857
dish_1563996464,100.489189,146.0,7.867642,6.667095,3.017902,145.28926091741073,7.829341721525886,6.634639075453181,3.0032106239806553
dish_1562615360,331.481995,191.0,20.402439,20.033928,17.89061,57.62002246909368,6.154916196881222,6.0437454529015975,5.397158901496294
dish_1563476463,1067.511108,542.0,50.651024,65.623291,82.447823,50.772305406305904,4.744777231863709,6.147316923282077,7.723369094909691
dish_1561663990,181.4897,115.0,5.211059,3.293709,28.614527,63.36447743315461,2.871269829637715,1.8148186921902456,15.766474350886028
dish_1550710664,7.1,71.0,0.0,1.42,0.71,1000.0000000000001,0.0,20.0,10.0
dish_1563567722,645.323669,576.0,50.287819,55.290188,40.357468,89.25753504324045,7.792650636528877,8.567822730828738,6.253833531712595
dish_1551567396,142.449997,147.0,6.056,4.795,18.556,103.19410536737323,4.251316340849063,3.3660934369833644,13.026325300659712
dish_1562774159,90.76355,129.0,3.002097,15.496128,1.955,142.12753908369606,3.3076020054305943,17.073073937720597,2.1539483636327583
dish_1562859116,145.040009,98.0,10.78,1.568,9.8,67.5675633748754,7.432431971236294,1.0810810139980065,6.756756337487541
dish_1550773038,20.65,59.0,0.236,4.13,1.416,285.7142857142857,1.1428571428571428,20.0,6.857142857142857
dish_1561662501,158.395508,165.0,7.063837,21.929186,6.882387,104.16962076980113,4.459619524058725,13.844575693396559,4.345064507763692
dish_1561999309,98.230621,127.0,5.124406,11.840761,3.291317,129.28758742144163,5.216709359905197,12.054042700188162,3.3506018454265907
dish_1551226442,87.440002,126.0,0.976,18.01,4.374,144.09880731704465,1.1161939360431394,20.596980315714084,5.0022871682916925
dish_1550875058,138.210007,128.0,12.013,11.35,12.988,92.61268614218362,8.69184530176603,8.212140529013938,9.397293496989693
dish_1560444785,313.079987,448.0,13.188,38.66,13.360001,143.09442270418901,4.212342068354564,12.348282102107023,4.2672804250499725
dish_1561996554,29.200001,83.0,0.117,7.13,0.517,284.24656560799434,0.4006849177847632,24.417807382951803,1.7705478845702782
dish_1566588016,472.233398,374.0,21.992495,23.614738,42.93103,79.19812566920562,4.6571240181534135,5.00064969991809,9.091061788899564
dish_1568313527,48.920002,71.0,3.496,4.577,1.518,145.13490821198252,7.146361114212547,9.3560911955809,3.1030252206449216
dish_1560527950,23.1,77.0,0.154,5.852,0.462,333.3333333333333,0.6666666666666666,25.333333333333332,2.0
dish_1561062286,256.359406,167.0,8.381912,24.109251,18.915199,65.14291892219472,3.269594094784258,9.404472953100852,7.378390867390293
dish_1560801883,512.111267,315.0,22.146605,34.629459,42.559067,61.510070232452044,4.324568980826584,6.762096683180376,8.31051174665915
dish_1551322652,18.85,65.0,0.195,5.85,0.715,344.82758620689657,1.0344827586206897,31.034482758620687,3.793103448275862
dish_1551374155,38.43,63.0,0.315,9.450001,0.693,163.9344262295082,0.819672131147541,24.59016653655998,1.8032786885245902
dish_1551222791,75.970001,104.0,0.749,16.02,3.554,136.89614141245042,0.9859154799800516,21.087271013725537,4.678162370960084
dish_1551392752,35.0,25.0,0.15,6.0,2.25,71.42857142857143,0.4285714285714286,17.142857142857142,6.428571428571429
dish_1563378051,244.565094,332.0,5.441057,24.016302,21.790718,135.75117960210628,2.2247888735912578,9.82000399451935,8.909986966496536
dish_1562789207,146.244995,55.0,5.17,18.425001,6.16,37.608124640436415,3.535163716201023,12.598722438330284,4.2121099597288785
dish_1558717886,73.839996,142.0,0.284,19.879999,0.426,192.30770272522767,0.3846154054504553,26.92307702725228,0.576923108175683
dish_1563811412,112.839996,217.0,0.434,1.519,21.700001,192.30769912469688,0.3846153982493937,1.346153893872878,19.230770798680282
dish_1551228715,118.559998,98.0,5.828,17.475,9.618999,82.65857089505012,4.915654603840328,14.73937271827552,8.11319092633588
dish_1551135767,89.879997,140.0,9.608999,5.446,13.893,155.76324507442962,10.690920472549639,6.059190233395312,15.457276884421793
dish_1562960437,97.290001,69.0,4.692,12.42,1.449,70.92198508662776,4.822694985890688,12.765957315592997,1.489361686819183
dish_1562010891,438.74292,341.0,26.274799,23.483953,28.742785,77.72205190228482,5.988654814076543,5.352554293069845,6.551167822833471
dish_1551566083,20.209999,43.0,0.043,5.16,0.387,212.76596797456546,0.21276596797456543,25.531916156947855,1.9148937117710891
dish_1561666619,35.880001,52.0,0.104,9.360001,0.364,144.92753219265518,0.28985506438531033,26.08695858174586,1.0144927253485863
dish_1551225155,149.559998,250.0,1.452,33.360001,3.825,167.15699608393948,0.9708478332555205,22.305430226068868,2.557502040084274
dish_1550792315,74.440002,175.0,0.362,18.219999,1.855,235.0886556934805,0.4862976763487996,24.476086123694625,2.4919397503508933
dish_1551133870,21.08,62.0,0.124,4.96,0.496,294.11764705882354,0.5882352941176471,23.529411764705884,2.3529411764705883
dish_1562862550,364.52002,257.0,19.189999,29.103001,18.829601,70.50367219885482,5.264456805417711,7.983923900805229,5.165587612993108
dish_1562613045,166.112,207.0,1.793,18.285999,21.533998,124.61471778077443,1.0793922172991717,11.00823480543248,12.963541465998844
dish_1558378516,92.459999,134.0,0.268,24.120001,0.938,144.92753779934608,0.28985507559869217,26.086957885431083,1.0144927645954225
dish_1558463113,63.579998,139.0,0.321,14.696001,1.743,218.62221511866042,0.5048757629718704,23.114189151122652,2.7414282082865116
dish_1550860820,175.660004,227.0,8.477,17.389999,8.487,129.22691268981185,4.8257997307116085,9.899805649554693,4.8314925462486045
dish_1562687527,203.221603,210.0,13.594805,18.88726,3.396128,103.33547068812365,6.689645588515509,9.29392334337605,1.6711451685576952
dish_1561574848,182.258301,155.0,10.234437,4.81575,18.055315,85.0441374409608,5.615347528121641,2.6422664831052063,9.906443163869943
dish_1562861103,94.607872,50.0,9.75394,1.899394,0.492727,52.84972480936893,10.309860896141918,2.0076490040913297,0.5208097271229185
dish_1565727765,26.32,77.0,0.308,5.237,1.83,292.5531914893617,1.1702127659574468,19.89741641337386,6.952887537993922
dish_1562959103,395.013611,255.0,22.101429,43.194996,23.418005,64.55473758346012,5.595105683586178,10.93506522234749,5.928404578443754
dish_1561749818,340.027893,395.0,15.126814,16.991819,33.491497,116.16694045744065,4.448697977845011,4.997183863383819,9.849632247669753
dish_1551237274,9.2,23.0,0.046,2.07,0.46,250.0,0.5,22.5,5.0
dish_1561576618,57.924408,188.0,2.318721,8.419776,1.749612,324.5609346581496,4.003011994529145,14.535799830703493,3.020509074516566
dish_1558463362,20.880001,116.0,0.232,4.524,1.044,555.55552894849,1.11111105789698,21.666665628991108,4.99999976053641
dish_1563567372,951.910889,590.0,66.170242,81.629341,75.377937,61.98059154673668,6.951306342289357,8.575313292797095,7.918591737004492
dish_1561404438,366.069214,169.0,23.856789,6.257735,32.327785,46.16613294337283,6.517015932402335,1.7094403901443622,8.831058106951327
dish_1558380527,385.952026,112.0,30.576,4.704,21.616001,29.019150685841975,7.9222281372348595,1.218804328805363,5.600696341467061
dish_1551377316,66.330002,67.0,0.201,0.134,16.08,101.01009796441738,0.3030302938932522,0.20202019592883477,24.24242351146017
dish_1558725734,30.75,75.0,0.15,7.5,0.675,243.90243902439025,0.4878048780487805,24.390243902439025,2.1951219512195124
dish_1560787817,292.229004,165.0,8.621,44.568001,9.818601,56.46256796604625,2.950083626880514,15.251053245898895,3.359899553296907
dish_1567801716,101.042,38.0,3.572,12.73,4.256,37.6081233546446,3.5351635953365923,12.598721323805941,4.212109815720195
dish_1551323662,173.690002,192.0,1.655,16.837999,23.303999,110.5417685469311,0.9528470153394322,9.69428223047634,13.417006581645385
dish_1562790224,312.749756,116.0,30.397385,7.830093,6.847874,37.09035667481064,9.71939527268568,2.503628811783949,2.189569733828985
dish_1551237710,182.5,73.0,10.950001,0.0,18.98,40.0,6.000000547945206,0.0,10.4
dish_1550875400,217.380005,159.0,18.417999,7.188,18.688,73.14380179538591,8.472719926563622,3.3066518698442384,8.59692684246649
dish_1551563925,59.450001,41.0,2.46,0.615,8.61,68.96551608132017,4.13793096487921,1.0344827412198025,14.482758377077236
dish_1551225106,149.559998,250.0,1.452,33.360001,3.825,167.15699608393948,0.9708478332555205,22.305430226068868,2.557502040084274
dish_1550772270,235.410004,239.0,10.299001,24.686001,11.17,101.52499721294767,4.374920702180524,10.48638570177332,4.74491304965952
dish_1568143326,306.131805,230.0,21.738684,12.966171,17.740976,75.13103710344635,7.101086409496067,4.235486410828826,5.795208374379787
dish_1550785292,12.6,45.0,0.18,2.385,0.99,357.14285714285717,1.4285714285714286,18.928571428571427,7.857142857142857
dish_1551399449,275.180023,92.0,18.17,25.939999,6.84,33.432659463074465,6.602950243957208,9.426556011298828,2.4856455513851015
dish_1564516483,364.234009,374.0,21.987663,19.922529,44.513561,102.68124083931986,6.036685882344392,5.469705878014263,12.221143523146406
dish_1556575273,103.300003,152.0,6.882,10.618,2.868,147.14423580413643,6.662148886868861,10.278799314265267,2.776379396620153
dish_1559675101,13.33,31.0,0.093,2.79,1.054,232.5581395348837,0.6976744186046512,20.930232558139537,7.906976744186046
dish_1565210009,263.816223,290.0,8.292127,35.541317,13.797193,109.92500639356058,3.1431452189352287,13.471998270553666,5.229850099097204
dish_1560455224,181.740845,244.0,6.249522,28.741323,5.392316,134.25710659593335,3.4386997595394693,15.814454367701439,2.967035836110479
dish_1563563492,192.370255,176.0,8.663634,21.364147,8.011463,91.49023584753267,4.503624533844903,11.105743452905442,4.164605905419213
dish_1564159588,477.151001,113.0,37.142998,3.405,30.713001,23.682230523079213,7.7843277960554875,0.7136105746113691,6.436746634845685
dish_1563551220,561.703552,558.0,14.519855,79.790924,28.948807,99.34065718708507,2.584967630754808,14.205166357929675,5.153751813910553
dish_1562704616,317.781311,213.0,14.621559,23.763105,20.953781,67.02722678364178,4.601138737199054,7.477817032481183,6.593773854750067
dish_1551492666,29.93,41.0,1.968,0.779,3.28,136.986301369863,6.575342465753424,2.6027397260273974,10.95890410958904
dish_1551225501,242.804001,225.0,11.254,34.998001,19.423,92.66733623553426,4.635014231087567,14.414095672171399,7.999456318679031
dish_1566329203,94.25,377.0,1.131,18.85,6.786,400.0,1.2,20.0,7.199999999999999
dish_1562961650,555.712891,312.0,32.363281,40.29348,45.515503,56.1440997775954,5.82374127434089,7.250772953546618,8.190470967498214
dish_1562008695,18.0,72.0,0.216,3.6,1.296,400.0,1.2,20.0,7.2
dish_1568319725,111.637299,59.0,11.509647,2.241285,0.581418,52.849720056376505,10.309857998266333,2.007648895195861,0.5208098056904799
dish_1563998244,259.479187,170.0,10.330991,16.383186,24.273895,65.51585195154784,3.9814333933457244,6.31387287335689,9.354852418278925
dish_1558641211,3.28,8.0,0.016,0.8,0.072,243.90243902439028,0.48780487804878053,24.39024390243903,2.1951219512195124
dish_1561491121,31.45747,28.0,2.923962,1.182557,0.565848,89.00906525540675,9.294968730797487,3.759224756472787,1.7987714841657643
dish_1566230377,433.749969,772.0,4.375,42.874001,49.589005,177.9827216540965,1.0086456052288502,9.884496614223387,11.432624448210623
dish_1562009006,470.716644,323.0,25.425642,21.06357,38.975388,68.61877609749445,5.4014750326100645,4.474787596420746,8.280010595928706
dish_1558723894,757.612976,405.0,50.550999,68.302002,26.312002,53.45737372903708,6.672404063997974,9.01542135149491,3.4730136406744965
dish_1551567694,30.0,60.0,0.06,7.8,0.3,200.0,0.2,26.0,1.0
dish_1559240089,202.821503,385.0,0.969884,51.542568,2.443778,189.82208212903342,0.4781958449445076,25.41277292477218,1.2048909823925325
dish_1551323309,85.760002,16.0,5.6,8.48,1.12,18.656715982819122,6.529850593986692,9.888059470894136,1.3059701187973387
dish_1560800951,102.825645,168.0,4.309042,14.129096,4.287562,163.38336608537685,4.190629681924193,13.740828953710915,4.169739951546134
dish_1560270585,43.800003,114.0,0.18,11.256,0.636,260.2739547757565,0.4109588759617208,25.698628376806276,1.452054695064747
dish_1558379876,1148.250977,374.0,89.766998,32.146,68.292,32.57127644490565,7.817715795420568,2.799562172721757,5.947480243249991
dish_1557936599,22.049999,63.0,0.252,4.41,1.512,285.71429867185026,1.142857194687401,20.00000090702952,6.857143168124407
dish_1551488572,139.610001,23.0,12.42,4.83,4.6,16.474464461897682,8.896210809424748,3.4596375369985135,3.2948928923795364
dish_1562611649,278.488983,146.0,17.101799,20.045015,12.508038,52.425772261159786,6.140924791987193,7.197776653161177,4.491394189191319
dish_1559838279,103.699997,114.0,3.678,14.952001,3.702,109.9325007695034,3.5467696300897678,14.418516328404523,3.569913314462295
dish_1560801859,428.704285,262.0,20.070465,33.458454,28.334389,61.114387974918415,4.681657194072598,7.804553201515119,6.609308558695651
dish_1550705445,4.0,40.0,0.0,0.8,0.4,1000.0,0.0,20.0,10.0
dish_1568146977,375.570007,345.0,7.78,8.892,65.332001,91.86037052207953,2.071517920758779,2.3676012019777715,17.395425561764842
dish_1563566674,100.893005,88.0,6.93334,9.706854,1.818408,87.22111111667256,6.871972938064438,9.620938537810426,1.8023132525391625
dish_1567107049,107.202995,23.0,6.624,11.454,1.426,21.454624472012185,6.178931847939508,10.684402987062068,1.3301867172647552
dish_1551228930,14.400001,36.0,0.072,3.24,0.72,249.99998263889012,0.49999996527778023,22.499998437500114,4.999999652777802
dish_1567537457,297.765015,361.0,12.137429,36.091728,12.930025,121.23653949071216,4.0761769813690165,12.120875919556903,4.342358688444309
dish_1558637896,84.870003,123.0,0.246,22.140001,0.861,144.92753110895967,0.28985506221791935,26.086956777885355,1.0144927177627177
dish_1568146942,350.720001,274.0,7.496,3.922,63.627998,78.12499977724396,2.13731751215409,1.118270982212959,18.142107042249922
dish_1558719215,17.280001,96.0,0.192,3.744,0.864,555.5555234053518,1.1111110468107035,21.66666541280872,4.999999710648166
dish_1568233444,275.840027,68.0,30.152,2.014,0.836,24.651969744768042,10.930973408003618,0.7301333392053357,0.30307421627391296
dish_1550797791,292.003998,167.0,17.58,19.098,14.083,57.190997775311274,6.02046551431121,6.540321410256855,4.822879171674902
dish_1558721559,37.720001,92.0,0.184,9.2,0.828,243.90243255826,0.48780486511652,24.390243255825997,2.1951218930243397
dish_1551399100,156.169998,145.0,6.042,7.536,19.712002,92.84753912848228,3.8688609063054478,4.825510723256844,12.622143979280834
dish_1551395269,139.410004,113.0,2.094,5.964,24.362,81.05587601876836,1.5020442865778845,4.278028713061367,17.47507302273659
dish_1566242066,46.0,40.0,4.28,2.52,0.32,86.95652173913044,9.304347826086957,5.478260869565217,0.6956521739130435
dish_1563305321,32.936092,67.0,0.792689,6.608891,0.59528,203.42425567672083,2.4067488031063307,20.06580197796387,1.8073789689438566
dish_1558630600,73.839996,142.0,0.284,19.879999,0.426,192.30770272522767,0.3846154054504553,26.92307702725228,0.576923108175683
dish_1566328894,236.650986,89.0,8.366,29.815001,9.968,37.6081255794979,3.535163804472803,12.598722491695007,4.212110064903765
dish_1550712622,245.62001,148.0,19.544001,13.5,8.87,60.25567705171903,7.957006841584283,5.496294866204101,3.61126929357262
dish_1567022147,34.920002,128.0,0.256,7.746,1.746,366.55209813561873,0.7331041962712375,22.182129313738304,4.9999997136311745
dish_1559841023,73.599998,46.0,4.6,1.38,6.44,62.50000169836961,6.2500001698369605,1.8750000509510882,8.750000237771745
dish_1551392654,125.589996,111.0,7.965,8.582,7.713,88.38283584307145,6.34206565306364,6.833346821668822,6.141412728446937
dish_1565210073,364.416199,511.0,11.813126,49.916317,19.357193,140.22428240079415,3.241657761761573,13.697611998856285,5.311836590447506
dish_1562861125,190.807861,235.0,10.123939,3.194394,18.992727,123.1605442083961,5.305829092649385,1.6741417168341928,9.953849333282971
dish_1564171970,498.821136,396.0,21.673965,33.298721,42.539974,79.3871733614752,4.345037416377641,6.675483173591906,8.528101744269312
dish_1567542914,513.996338,297.0,21.440739,49.357723,29.848644,57.78251283961482,4.171379719051617,9.60273825919748,5.80717055614509
dish_1566931674,990.989014,531.0,76.803001,23.140001,58.401997,53.582834168532976,7.750136471240436,2.3350411228675845,5.8933041814729945
dish_1560454513,54.444004,62.0,4.520726,3.293843,0.99549,113.87847227400836,8.303441458861107,6.049964657265105,1.8284658123234285
dish_1560270630,120.560005,215.0,0.18,29.436001,1.646,178.33443188725812,0.14930324530096029,24.416058211012846,1.3652952320298923
dish_1558115601,85.470001,111.0,0.111,18.870001,2.22,129.87012835064786,0.12987012835064785,22.07792298961129,2.5974025670129572
dish_1551374021,48.450001,85.0,0.255,11.9,0.595,175.4385928702045,0.5263157786106135,24.56140300182863,1.2280701500914313
dish_1562871448,295.850922,276.0,6.439623,48.992832,10.163342,93.2902281102237,2.1766445601950837,16.559972728427056,3.4352916432689025
dish_1558029923,279.550995,200.0,9.596,38.301998,10.452001,71.54329749389731,3.432647413757193,13.701256187623299,3.7388530847475607
dish_1565898723,603.390259,588.0,12.773447,19.593021,98.138496,97.4493689995085,2.116946173637185,3.247155668782515,16.26451447238229
dish_1551393069,81.899994,63.0,0.189,17.639999,1.701,76.92308255846758,0.23076924767540274,21.53846189536961,2.076923229078625
dish_1565194684,196.559998,378.0,0.756,2.646,37.799999,192.30769426442504,0.3846153885288501,1.3461538598509752,19.23076891769199
dish_1551314496,26.84,44.0,0.22,6.6,0.484,163.9344262295082,0.8196721311475411,24.59016393442623,1.8032786885245904
dish_1568401167,426.360016,228.0,20.976,20.976,36.936001,53.475933822087114,4.919785911632014,4.919785911632014,8.663101513721681
dish_1550708556,99.160004,67.0,7.37,1.072,6.7,67.56756484196995,7.432432132616695,1.0810810374715194,6.756756484196996
dish_1563813221,19.402905,38.0,0.486194,3.369661,1.272276,195.84696209150124,2.5057794180819832,17.36678605600553,6.557141830050706
dish_1561997900,84.599998,60.0,4.08,10.8,1.26,70.92198749224556,4.822695149472699,12.765957748604203,1.489361737337157
dish_1563309315,613.17688,462.0,19.933886,13.225592,91.96595,75.3453065614607,3.2509193758251294,2.1568967179584466,14.99827423369257
dish_1551381555,189.799988,77.0,9.259999,16.177999,10.700001,40.56902258602882,4.8788195919169395,8.523709179581191,5.637514055058844
dish_1560443437,116.279999,204.0,0.612,28.559999,1.428,175.43859799998793,0.5263157939999638,24.561402860005185,1.2280701859999155
dish_1550771606,194.240005,32.0,17.280001,6.72,6.4,16.47446415582619,8.896211158973147,3.4596374727234998,3.2948928311652383
dish_1551139576,59.099998,150.0,0.362,13.14,3.088,253.80711518805805,0.6125211713205134,22.233503290473887,5.225042478004822
dish_1562963583,138.320007,52.0,5.044,17.16,5.72,37.59398305987651,3.6466163568080208,12.406014409759248,4.135338136586416
dish_1565107119,426.374634,562.0,13.054049,24.603952,45.55122,131.80896685331427,3.0616382774778295,5.770500878342589,10.683379443252715
dish_1551379922,348.470032,166.0,27.412001,20.560001,11.422,47.6368079766469,7.866386915015981,5.900077226726917,3.277756751260608
dish_1563553756,309.145813,124.0,21.251612,14.047483,16.136,40.11052221496527,6.874300445401795,4.543966765611669,5.219543439199029
dish_1565020755,43.279999,8.0,3.36,0.112,2.96,18.484288781984493,7.763401288433487,0.2587800429477829,6.839186849334262
dish_1565119642,26.52,78.0,0.351,4.953,1.989,294.11764705882354,1.3235294117647058,18.676470588235297,7.500000000000001
dish_1551377874,223.309998,213.0,8.291,34.719997,4.805,95.3831005811034,3.7127759949198516,15.547891859279853,2.151717362874187
dish_1560526408,67.098175,51.0,6.105806,2.743767,1.344815,76.00802853430814,9.099809346528428,4.089182753480255,2.0042497430071684
dish_1564427455,354.26004,218.0,23.956001,4.212,31.222,61.53671749147886,6.7622645218467206,1.1889571287803162,8.813299970270426
dish_1564429184,389.65799,202.0,22.018,18.786001,37.975998,51.84033310852936,5.6505963088297,4.821151235728542,9.745982111132893
dish_1562950018,200.220001,142.0,9.656,25.560001,2.982,70.92198546138255,4.822695011374013,12.76595788249946,1.4893616946890336
dish_1566502061,408.339417,385.0,18.961866,33.701878,28.911758,94.28430956495194,4.643653100969187,8.253398177330503,7.080325042438898
dish_1558639167,80.079994,154.0,0.308,21.559999,0.462,192.30770671636165,0.38461541343272326,26.92307769153929,0.576923120149085
dish_1551565321,88.229996,172.0,5.615,10.167,2.47,194.94503887317416,6.364048798098098,11.523291919904429,2.799501430329885
dish_1562788816,506.603485,320.0,24.274418,44.322498,37.731705,63.16577155011084,4.791601068437183,8.748952447494515,7.447975806956796
dish_1558719040,31.960001,94.0,0.188,7.52,0.752,294.11763785614403,0.5882352757122881,23.52941102849152,2.3529411028491523
dish_1550875293,144.720001,36.0,11.88,0.468,9.0,24.875621718659332,8.20895516715758,0.3233830823425713,6.218905429664833
dish_1551493159,330.81601,96.0,26.208,4.032,18.528,29.01915176354373,7.922228431447437,1.2188043740688366,5.600696290363939
dish_1567801748,169.072418,71.0,6.686759,16.373152,10.276019,41.99383958653741,3.9549673915469765,9.684105895971749,6.077880189777614
